LocationAbbr,LocationDesc,Topic,Indicator,Data_Value_Type,Data_Value,Break_Out_Category,Break_Out,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,21.3,Age,65+,T1,NS001,Crude,BOC03,AGE06,9004
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.5,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.9,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9002
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.2,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9001
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,2.9,Gender,Female,T4,NS002,AgeStdz,BOC02,GEN02,59
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.5,Race,Hispanic,T1,NS001,AgeStdz,BOC04,RAC04,59
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.5,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,59
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.9,Race,Non-Hispanic Asian,T1,NS001,AgeStdz,BOC04,RAC03,59
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.0,Gender,Male,T6,NS004,AgeStdz,BOC02,GEN01,9004
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,12.4,Age,75+,T3,NS003,Crude,BOC03,AGE08,59
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T3,NS003,Crude,BOC04,RAC03,9001
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.9,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9002
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,0.0,Age,18-24,T3,NS003,Crude,BOC03,AGE01,9004
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,6.3,Race,Other,T1,NS001,Crude,BOC04,RAC07,9004
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,,Race,Hispanic,T3,NS003,AgeStdz,BOC04,RAC04,9002
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,4.8,Race,Non-Hispanic Asian,T1,NS001,AgeStdz,BOC04,RAC03,9004
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.3,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9001
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.7,Age,45-64,T4,NS002,Crude,BOC03,AGE05,9001
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.3,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9004
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,4.0,Overall,Overall,T3,NS003,AgeStdz,BOC01,OVR01,9003
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.9,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9004
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,9002
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.3,Overall,Overall,T1,NS001,AgeStdz,BOC01,OVR01,9001
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,7.9,Gender,Male,T1,NS001,Crude,BOC02,GEN01,59
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,4.4,Gender,Male,T3,NS003,AgeStdz,BOC02,GEN01,59
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,,Race,Other,T6,NS004,AgeStdz,BOC04,RAC07,9001
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.2,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,9004
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,3.4,Gender,Female,T6,NS004,AgeStdz,BOC02,GEN02,9003
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,12.1,Age,35+,T1,NS001,Crude,BOC03,AGE07,9002
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.1,Age,45-64,T1,NS001,Crude,BOC03,AGE05,9004
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.7,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9002
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,6.2,Gender,Male,T4,NS002,Crude,BOC02,GEN01,9001
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,8.3,Age,75+,T6,NS004,Crude,BOC03,AGE08,9001
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,2.6,Race,Non-Hispanic White,T3,NS003,AgeStdz,BOC04,RAC01,9001
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,,Race,Other,T4,NS002,Crude,BOC04,RAC07,9004
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,25.5,Age,65+,T1,NS001,Crude,BOC03,AGE06,9001
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.2,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9002
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,,Race,Hispanic,T3,NS003,AgeStdz,BOC04,RAC04,9002
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.1,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9004
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T3,NS003,Crude,BOC04,RAC03,59
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,9001
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,13.2,Age,75+,T3,NS003,Crude,BOC03,AGE08,59
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,2.8,Race,Non-Hispanic Black,T4,NS002,Crude,BOC04,RAC02,59
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T1,NS001,AgeStdz,BOC04,RAC03,9003
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,6.1,Race,Hispanic,T1,NS001,Crude,BOC04,RAC04,59
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T3,NS003,Crude,BOC04,RAC03,9004
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,6.4,Age,45-64,T1,NS001,Crude,BOC03,AGE05,9001
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.5,Race,Non-Hispanic White,T4,NS002,Crude,BOC04,RAC01,59
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.3,Gender,Female,T4,NS002,Crude,BOC02,GEN02,59
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.4,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,59
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.8,Race,Non-Hispanic White,T6,NS004,Crude,BOC04,RAC01,59
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,4.2,Age,45-64,T4,NS002,Crude,BOC03,AGE05,9001
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.3,Race,Non-Hispanic Black,T6,NS004,Crude,BOC04,RAC02,9001
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.7,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9002
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,4.0,Race,Other,T6,NS004,AgeStdz,BOC04,RAC07,59
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.7,Age,45-64,T3,NS003,Crude,BOC03,AGE05,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.7,Age,45-64,T4,NS002,Crude,BOC03,AGE05,9002
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.3,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,9001
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,1.6,Age,25-44,T1,NS001,Crude,BOC03,AGE04,9004
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,17.0,Age,75+,T4,NS002,Crude,BOC03,AGE08,59
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Hispanic,T3,NS003,Crude,BOC04,RAC04,9002
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.3,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,2.5,Overall,Overall,T3,NS003,AgeStdz,BOC01,OVR01,9004
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.4,Age,35+,T4,NS002,Crude,BOC03,AGE07,9001
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,2.7,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9002
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.5,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Black,T3,NS003,Crude,BOC04,RAC02,9004
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.8,Race,Hispanic,T6,NS004,AgeStdz,BOC04,RAC04,9004
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.7,Gender,Male,T1,NS001,AgeStdz,BOC02,GEN01,9004
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,2.5,Race,Non-Hispanic Asian,T4,NS002,Crude,BOC04,RAC03,59
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.4,Overall,Overall,T1,NS001,Crude,BOC01,OVR01,9002
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.8,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9001
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.4,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9001
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.1,Gender,Female,T3,NS003,Crude,BOC02,GEN02,9004
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T6,NS004,AgeStdz,BOC04,RAC03,9001
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,6.2,Age,35+,T4,NS002,Crude,BOC03,AGE07,9003
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,3.7,Race,Hispanic,T1,NS001,Crude,BOC04,RAC04,9004
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,6.1,Race,Hispanic,T1,NS001,Crude,BOC04,RAC04,9001
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Age,18-24,T3,NS003,Crude,BOC03,AGE01,59
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.1,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,9004
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,7.5,Age,65+,T6,NS004,Crude,BOC03,AGE06,9004
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.8,Gender,Female,T6,NS004,Crude,BOC02,GEN02,9001
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.9,Gender,Male,T4,NS002,AgeStdz,BOC02,GEN01,59
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,7.4,Overall,Overall,T1,NS001,Crude,BOC01,OVR01,9001
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Age,18-24,T6,NS004,Crude,BOC03,AGE01,59
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,5.1,Gender,Male,T4,NS002,AgeStdz,BOC02,GEN01,9001
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,13.8,Age,75+,T3,NS003,Crude,BOC03,AGE08,9003
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,4.6,Race,Non-Hispanic Asian,T1,NS001,AgeStdz,BOC04,RAC03,9004
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.5,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9003
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.4,Race,Hispanic,T1,NS001,AgeStdz,BOC04,RAC04,9002
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Age,18-24,T3,NS003,Crude,BOC03,AGE01,59
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.5,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,9002
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,0.0,Age,18-24,T3,NS003,Crude,BOC03,AGE01,9003
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T6,NS004,AgeStdz,BOC04,RAC02,9004
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,14.0,Race,Other,T1,NS001,Crude,BOC04,RAC07,9003
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,,Race,Other,T1,NS001,Crude,BOC04,RAC07,9002
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.1,Age,45-64,T3,NS003,Crude,BOC03,AGE05,9004
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.6,Gender,Female,T6,NS004,Crude,BOC02,GEN02,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Other,T3,NS003,Crude,BOC04,RAC07,9004
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.5,Gender,Female,T1,NS001,AgeStdz,BOC02,GEN02,9003
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T6,NS004,AgeStdz,BOC04,RAC02,9004
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.9,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9002
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,1.6,Gender,Male,T6,NS004,Crude,BOC02,GEN01,9001
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.6,Race,Non-Hispanic White,T6,NS004,Crude,BOC04,RAC01,9004
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Other,T6,NS004,Crude,BOC04,RAC07,59
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,8.9,Age,65+,T6,NS004,Crude,BOC03,AGE06,59
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T4,NS002,AgeStdz,BOC04,RAC03,9001
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.8,Gender,Male,T6,NS004,AgeStdz,BOC02,GEN01,9002
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Black,T3,NS003,Crude,BOC04,RAC02,9004
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,13.0,Age,35+,T1,NS001,Crude,BOC03,AGE07,9003
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,4.3,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,5.0,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9002
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.7,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9003
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,2.7,Race,Non-Hispanic Asian,T4,NS002,AgeStdz,BOC04,RAC03,59
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.6,Overall,Overall,T1,NS001,Crude,BOC01,OVR01,9002
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,3.7,Race,Non-Hispanic Black,T3,NS003,AgeStdz,BOC04,RAC02,9002
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,5.8,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9001
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.8,Age,45-64,T1,NS001,Crude,BOC03,AGE05,59
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.2,Race,Non-Hispanic Black,T1,NS001,Crude,BOC04,RAC02,9003
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Other,T6,NS004,Crude,BOC04,RAC07,9004
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,1.6,Gender,Female,T3,NS003,AgeStdz,BOC02,GEN02,9004
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,,Age,25-44,T4,NS002,Crude,BOC03,AGE04,9001
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,13.4,Race,Other,T1,NS001,AgeStdz,BOC04,RAC07,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.7,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9003
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,9.9,Age,65+,T3,NS003,Crude,BOC03,AGE06,59
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.8,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,59
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,18.9,Age,75+,T3,NS003,Crude,BOC03,AGE08,9002
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.7,Race,Other,T3,NS003,Crude,BOC04,RAC07,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.3,Gender,Female,T4,NS002,AgeStdz,BOC02,GEN02,9002
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.2,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,9004
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.6,Gender,Female,T6,NS004,Crude,BOC02,GEN02,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.4,Age,35+,T3,NS003,Crude,BOC03,AGE07,9004
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.2,Gender,Male,T6,NS004,Crude,BOC02,GEN01,9002
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,9001
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.4,Race,Non-Hispanic Asian,T4,NS002,AgeStdz,BOC04,RAC03,9001
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.0,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,59
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,4.3,Race,Non-Hispanic White,T4,NS002,Crude,BOC04,RAC01,9004
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,9004
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,3.0,Overall,Overall,T3,NS003,AgeStdz,BOC01,OVR01,59
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.3,Race,Hispanic,T6,NS004,AgeStdz,BOC04,RAC04,9004
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.5,Age,45-64,T6,NS004,Crude,BOC03,AGE05,9002
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.6,Age,35+,T6,NS004,Crude,BOC03,AGE07,59
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,5.3,Race,Hispanic,T1,NS001,Crude,BOC04,RAC04,9003
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,9.7,Age,65+,T6,NS004,Crude,BOC03,AGE06,9002
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.5,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9001
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,5.8,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,59
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.6,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.5,Age,35+,T4,NS002,Crude,BOC03,AGE07,9003
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.4,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9001
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.0,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9002
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.6,Age,35+,T3,NS003,Crude,BOC03,AGE07,9004
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.4,Gender,Male,T1,NS001,AgeStdz,BOC02,GEN01,9001
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.3,Overall,Overall,T1,NS001,Crude,BOC01,OVR01,9003
