LocationAbbr,LocationDesc,Topic,Indicator,Data_Value_Type,Data_Value,Break_Out_Category,Break_Out,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,40.1,Age,35+,T14,NS011,Crude,BOC03,AGE07,59
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,32.2,Gender,Male,T14,NS011,AgeStdz,BOC02,GEN01,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,92.9,Overall,Overall,T9,NS012,AgeStdz,BOC01,OVR01,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,45-64,T9,NS012,Crude,BOC03,AGE05,9003
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,41.1,Gender,Female,T14,NS011,AgeStdz,BOC02,GEN02,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,45-64,T9,NS012,Crude,BOC03,AGE05,9001
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,9.9,Age,65+,T15,NS010,Crude,BOC03,AGE06,9003
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,5.2,Age,75+,T15,NS010,Crude,BOC03,AGE08,9003
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,36.6,Age,45-64,T14,NS011,Crude,BOC03,AGE05,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,75+,T9,NS012,Crude,BOC03,AGE08,9002
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,37.2,Race,Non-Hispanic Black,T14,NS011,AgeStdz,BOC04,RAC02,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,88.3,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,23.6,Gender,Male,T15,NS010,AgeStdz,BOC02,GEN01,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS012,Crude,BOC04,RAC02,9004
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,13.3,Race,Non-Hispanic Asian,T15,NS010,Crude,BOC04,RAC03,59
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.2,Race,Non-Hispanic White,T15,NS010,Crude,BOC04,RAC01,9002
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,19.3,Age,35+,T15,NS010,Crude,BOC03,AGE07,9002
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,59
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,20.9,Overall,Overall,T15,NS010,AgeStdz,BOC01,OVR01,9002
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.8,Gender,Male,T15,NS010,Crude,BOC02,GEN01,9001
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,21.3,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS013,AgeStdz,BOC02,GEN02,9003
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,20.4,Gender,Male,T15,NS010,AgeStdz,BOC02,GEN01,9004
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,40.7,Gender,Male,T14,NS011,Crude,BOC02,GEN01,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,23.4,Gender,Male,T14,NS011,Crude,BOC02,GEN01,9004
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,31.6,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,9002
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,30.6,Race,Hispanic,T14,NS011,Crude,BOC04,RAC04,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS012,Crude,BOC04,RAC03,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS012,AgeStdz,BOC04,RAC03,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,43.3,Age,35+,T14,NS011,Crude,BOC03,AGE07,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,75+,T9,NS012,Crude,BOC03,AGE08,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS012,AgeStdz,BOC04,RAC04,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,75+,T9,NS012,Crude,BOC03,AGE08,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS012,Crude,BOC04,RAC03,9004
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,32.7,Race,Hispanic,T14,NS011,Crude,BOC04,RAC04,59
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,31.9,Age,45-64,T14,NS011,Crude,BOC03,AGE05,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS012,Crude,BOC04,RAC02,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,18-24,T9,NS012,Crude,BOC03,AGE01,9003
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,37.9,Gender,Female,T14,NS011,Crude,BOC02,GEN02,9001
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,26.9,Age,25-44,T14,NS011,Crude,BOC03,AGE04,59
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,24.0,Gender,Male,T14,NS011,AgeStdz,BOC02,GEN01,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Hispanic,T9,NS012,Crude,BOC04,RAC04,9001
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,16.6,Race,Non-Hispanic Black,T15,NS010,AgeStdz,BOC04,RAC02,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T9,NS012,AgeStdz,BOC04,RAC02,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Female,T9,NS013,Crude,BOC02,GEN02,9002
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,49.2,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,9001
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,42.8,Race,Hispanic,T14,NS011,AgeStdz,BOC04,RAC04,9002
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,13.3,Gender,Female,T15,NS010,AgeStdz,BOC02,GEN02,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS012,AgeStdz,BOC04,RAC04,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS012,Crude,BOC04,RAC02,59
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,21.4,Gender,Male,T15,NS010,AgeStdz,BOC02,GEN01,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,35+,T9,NS012,Crude,BOC03,AGE07,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,35+,T9,NS012,Crude,BOC03,AGE07,9003
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,43.7,Race,Non-Hispanic Black,T14,NS011,AgeStdz,BOC04,RAC02,9002
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,12.1,Age,18-24,T15,NS010,Crude,BOC03,AGE01,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9004
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,15.5,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9001
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,56.3,Race,Hispanic,T14,NS011,Crude,BOC04,RAC04,9001
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,24.0,Gender,Male,T14,NS011,AgeStdz,BOC02,GEN01,59
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,18.9,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9004
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,26.6,Race,Other,T15,NS010,AgeStdz,BOC04,RAC07,9004
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Gender,Male,T9,NS012,Crude,BOC02,GEN01,9001
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,50.5,Age,65+,T14,NS011,Crude,BOC03,AGE06,9001
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,60.1,Age,75+,T14,NS011,Crude,BOC03,AGE08,9003
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,58.3,Race,Hispanic,T14,NS011,AgeStdz,BOC04,RAC04,9001
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,36.9,Age,45-64,T14,NS011,Crude,BOC03,AGE05,59
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,18.3,Gender,Female,T15,NS010,AgeStdz,BOC02,GEN02,9003
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,20.8,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,24.7,Age,45-64,T14,NS011,Crude,BOC03,AGE05,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,18-24,T9,NS012,Crude,BOC03,AGE01,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,27.9,Age,25-44,T14,NS011,Crude,BOC03,AGE04,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,24.9,Race,Other,T14,NS011,Crude,BOC04,RAC07,9004
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,32.3,Race,Hispanic,T14,NS011,Crude,BOC04,RAC04,9002
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,15.2,Overall,Overall,T15,NS010,AgeStdz,BOC01,OVR01,9004
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,30.3,Age,25-44,T14,NS011,Crude,BOC03,AGE04,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,40.9,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9003
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,18.7,Race,Non-Hispanic White,T15,NS010,Crude,BOC04,RAC01,9001
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,,Race,Other,T14,NS011,Crude,BOC04,RAC07,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS013,AgeStdz,BOC02,GEN02,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,75+,T9,NS012,Crude,BOC03,AGE08,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS013,AgeStdz,BOC04,RAC03,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS013,Crude,BOC04,RAC01,9002
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,23.2,Gender,Male,T15,NS010,AgeStdz,BOC02,GEN01,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Hispanic,T9,NS013,Crude,BOC04,RAC04,9002
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,25.2,Gender,Male,T15,NS010,Crude,BOC02,GEN01,59
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,5.9,Age,75+,T15,NS010,Crude,BOC03,AGE08,59
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,20.4,Race,Other,T15,NS010,AgeStdz,BOC04,RAC07,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,20.8,Gender,Female,T15,NS010,Crude,BOC02,GEN02,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS012,AgeStdz,BOC02,GEN02,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,10.6,Age,65+,T15,NS010,Crude,BOC03,AGE06,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,18-24,T9,NS012,Crude,BOC03,AGE01,9002
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,44.7,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,93.6,Race,Non-Hispanic Black,T9,NS013,AgeStdz,BOC04,RAC02,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Overall,Overall,T9,NS012,Crude,BOC01,OVR01,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,25.8,Race,Hispanic,T15,NS010,Crude,BOC04,RAC04,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,75+,T9,NS013,Crude,BOC03,AGE08,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Hispanic,T9,NS012,Crude,BOC04,RAC04,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS012,AgeStdz,BOC04,RAC04,9001
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9001
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,23.8,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9002
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,22.1,Overall,Overall,T15,NS010,AgeStdz,BOC01,OVR01,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS012,AgeStdz,BOC02,GEN01,59
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,29.4,Age,35+,T14,NS011,Crude,BOC03,AGE07,59
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,24.0,Gender,Male,T15,NS010,AgeStdz,BOC02,GEN01,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS012,AgeStdz,BOC04,RAC04,9001
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,22.6,Gender,Male,T14,NS011,Crude,BOC02,GEN01,9004
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,38.0,Race,Hispanic,T14,NS011,Crude,BOC04,RAC04,9003
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,43.7,Race,Non-Hispanic Black,T14,NS011,AgeStdz,BOC04,RAC02,9001
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,27.9,Race,Non-Hispanic Asian,T14,NS011,Crude,BOC04,RAC03,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,25.9,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,75+,T9,NS013,Crude,BOC03,AGE08,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,25-44,T9,NS012,Crude,BOC03,AGE04,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Overall,Overall,T9,NS012,Crude,BOC01,OVR01,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,75+,T9,NS013,Crude,BOC03,AGE08,59
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,9.8,Race,Hispanic,T15,NS010,AgeStdz,BOC04,RAC04,59
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,17.1,Race,Non-Hispanic White,T15,NS010,AgeStdz,BOC04,RAC01,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,78.4,Race,Hispanic,T9,NS013,Crude,BOC04,RAC04,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,21.2,Gender,Female,T15,NS010,AgeStdz,BOC02,GEN02,9002
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,21.6,Age,25-44,T14,NS011,Crude,BOC03,AGE04,9004
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,15.0,Age,18-24,T15,NS010,Crude,BOC03,AGE01,9004
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,15.5,Overall,Overall,T15,NS010,Crude,BOC01,OVR01,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9001
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS012,Crude,BOC04,RAC03,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,18.0,Age,25-44,T14,NS011,Crude,BOC03,AGE04,9004
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,54.8,Age,75+,T14,NS011,Crude,BOC03,AGE08,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS012,Crude,BOC04,RAC03,9004
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,34.0,Race,Non-Hispanic Asian,T14,NS011,Crude,BOC04,RAC03,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS013,Crude,BOC04,RAC01,9003
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,18.7,Race,Non-Hispanic White,T15,NS010,Crude,BOC04,RAC01,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS012,Crude,BOC04,RAC02,59
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,32.5,Gender,Female,T14,NS011,Crude,BOC02,GEN02,9004
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,18.0,Gender,Male,T15,NS010,Crude,BOC02,GEN01,9001
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,9.3,Age,65+,T15,NS010,Crude,BOC03,AGE06,59
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,27.7,Race,Other,T14,NS011,Crude,BOC04,RAC07,9002
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,26.6,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS012,AgeStdz,BOC02,GEN02,9004
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,16.2,Race,Non-Hispanic White,T14,NS011,AgeStdz,BOC04,RAC01,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Overall,Overall,T9,NS012,Crude,BOC01,OVR01,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS012,AgeStdz,BOC04,RAC04,9004
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,48.7,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,9001
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,31.1,Age,18-24,T14,NS011,Crude,BOC03,AGE01,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,45-64,T9,NS012,Crude,BOC03,AGE05,59
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,23.4,Age,45-64,T15,NS010,Crude,BOC03,AGE05,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,91.6,Race,Non-Hispanic White,T9,NS012,AgeStdz,BOC04,RAC01,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,45-64,T9,NS012,Crude,BOC03,AGE05,9004
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,84.7,Race,Hispanic,T9,NS012,Crude,BOC04,RAC04,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Hispanic,T9,NS012,Crude,BOC04,RAC04,9001
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,17.8,Gender,Female,T15,NS010,Crude,BOC02,GEN02,9003
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,33.6,Gender,Female,T14,NS011,AgeStdz,BOC02,GEN02,9001
